id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
42196,50 sm Studio in the historic centre,184487,Carlo,,Santo Stefano,44.48593,11.34925,Entire home/apt,80,3,223,2024-03-03,1.36,2,214,23,
46352,A room in Pasolini's house,467810,Eleonora,,Porto - Saragozza,44.49163,11.33398,Private room,40,2,410,2024-03-10,2.50,2,37,42,
85368,Garden House Bologna,467675,Anna Maria,,Santo Stefano,44.47888,11.35625,Entire home/apt,120,2,56,2023-10-30,0.38,1,90,11,
145779,SINGLE ROOM,705535,Valerio,,Porto - Saragozza,44.49306,11.33786,Private room,72,5,73,2023-12-01,0.48,7,358,3,
204553,Private Room & Bath Ex-Convent in Centro Storico,569422,Elizabeth,,Porto - Saragozza,44.49182,11.33912,Private room,95,2,265,2023-12-11,1.74,1,35,8,
219878,Gorgeous Haven in Centro Storico,1139326,Elisa,,Santo Stefano,44.48787,11.35392,Entire home/apt,130,3,169,2024-03-12,1.12,2,26,10,
229114,Terrace between fair&city center,1196205,Davide,,Navile,44.51072,11.34957,Entire home/apt,83,3,73,2023-12-11,0.52,1,132,19,037006-AT-00169
246747,Charming centro Bologna room with rooftop view,1294101,Giovanna,,Porto - Saragozza,44.49884,11.34315,Private room,109,2,46,2024-03-24,0.33,1,175,8,
266777,BOLOGNA CENTRE APARTMENT W/ GARDEN,1398894,Giulia,,Porto - Saragozza,44.49544,11.33114,Entire home/apt,75,60,51,2020-03-01,0.35,1,114,0,
306910,Albiroli apartment-Piazza Maggiore,1578729,Giulio,,Santo Stefano,44.49718,11.3444,Entire home/apt,80,10,22,2022-07-03,0.15,1,52,0,
338331,Nice double room near Fiera District and center,1718955,Valentina,,Navile,44.51753,11.35408,Private room,56,1,18,2023-10-31,0.12,1,269,10,
374610,Monolocale con WIFI cucina-bagno!,1884566,Federico,,Santo Stefano,44.48921,11.35713,Entire home/apt,70,2,115,2024-02-12,0.86,4,223,11,
383256,Appartamento Open Space in centro!,1884566,Federico,,Porto - Saragozza,44.49984,11.34307,Entire home/apt,74,2,199,2024-01-29,1.37,4,94,18,
411523,Melograno's house,2048622,Irene,,Santo Stefano,44.4931,11.35442,Entire home/apt,173,2,131,2023-12-12,1.00,2,112,10,CIR 037006-AT-00273  codice struttura U04241
524986,Nice and silent appartment,3206567,Stefania,,Navile,44.5191,11.32102,Private room,80,2,31,2024-01-02,0.25,1,298,6,
570880,sweet loft in bologna's heart,123920,Giorgio,,Porto - Saragozza,44.49239,11.33567,Entire home/apt,250,2,65,2022-07-03,0.46,1,315,0,
584370,Cosy Single Room with  bathroom,2879369,Andrea,,Porto - Saragozza,44.49084,11.31162,Private room,76,1,21,2023-05-17,0.16,3,159,1,
648513,Cosy studio in the World Heritage site,95428,Simona,,Porto - Saragozza,44.4937,11.34051,Entire home/apt,80,90,11,2023-10-31,0.08,1,249,2,
670725,Camera singola e bagno accogliente,3398944,Enzo,,Savena,44.46969,11.37699,Private room,86,1,6,2023-05-20,0.04,2,358,1,
684271,Ca 'de' Fiori self catering apartm.,3488947,Cristina,,Navile,44.51693,11.34565,Entire home/apt,120,2,4,2018-11-11,0.04,1,0,0,
690226,Bologna on the roof,2048622,Irene,,Santo Stefano,44.49007,11.35267,Entire home/apt,159,3,94,2024-03-24,0.67,2,233,16,CIR	037006-AT-00274       codice struttura 	U04242
724304,Bologna cities and universities,3026417,Michela,,Santo Stefano,44.49383,11.35173,Entire home/apt,130,2,72,2023-10-23,0.53,1,192,7,
732525,room in Bologna with bathroom,2879369,Andrea,,Porto - Saragozza,44.49228,11.31329,Private room,143,1,17,2023-03-19,0.13,3,358,0,
742415,"large, quiet, in front off the the Bologna's fair",3858191,Ennio,,San Donato - San Vitale,44.50522,11.36354,Entire home/apt,263,2,41,2023-12-02,0.34,2,227,4,CIR: 037006-AT-00216
787769,cosy apartment downtown with terrace,4152306,Lisa,,Santo Stefano,44.49862,11.34679,Private room,120,2,5,2023-10-03,0.04,1,131,2,
793706,Miniappartamento in Tavernetta,4181174,Flavia,,Santo Stefano,44.48753,11.34114,Entire home/apt,60,3,365,2023-10-18,2.67,2,282,17,
804596,Riva Reno 114 - A quiet Place in the city center,4235069,Elena,,Porto - Saragozza,44.4988,11.33933,Entire home/apt,184,2,239,2023-12-29,1.75,2,109,17,
840951,Attic in historical center in Bolog,4170880,Laura,,Porto - Saragozza,44.49442,11.33176,Entire home/apt,150,3,137,2024-01-05,1.01,1,91,11,
842573,Artist's house,4399085,Anna,,Santo Stefano,44.48589,11.34867,Entire home/apt,65,6,47,2022-07-22,0.35,1,117,0,
860436,close to the station & the center with priv. bath.,4506590,Alessandro,,Navile,44.50986099243164,11.349018096923828,Private room,106,1,45,2023-10-22,0.34,2,129,3,037006-AF-00212
884148,APOSA FLAT / CITY CENTER - BO,4664996,Vie D'Acqua Di Sandra Maria,,Santo Stefano,44.49756,11.34428,Entire home/apt,80,1,711,2024-02-03,5.28,6,280,12,81243/2020
943565,bright living in Bologna center,5105486,Lorenza,,Santo Stefano,44.49805,11.34792,Entire home/apt,99,3,100,2022-10-03,0.74,1,346,0,
944794,PrettyJewelAttic in Typical Village,3715410,Katia,,Borgo Panigale - Reno,44.51419,11.2841,Entire home/apt,60,2,180,2023-12-12,1.34,1,6,13,U06356
952460,Apartment in the historical center,4928901,Anna E Elena,,Santo Stefano,44.48727,11.35021,Entire home/apt,69,2,256,2024-03-18,1.92,1,117,33,181448/2012
953017,AmaBologna B&B Double Room,374533,Ersi,,Porto - Saragozza,44.48837,11.32102,Private room,80,2,12,2023-10-30,0.09,1,345,3,
961864,"LARGE DOUBLE ROOM, IN THE CENTER",705535,Valerio,,Porto - Saragozza,44.4931,11.33756,Private room,150,4,42,2020-01-02,0.31,7,359,0,
967061,Little Venice/Center BO,4664996,Vie D'Acqua Di Sandra Maria,,Santo Stefano,44.49807,11.34507,Entire home/apt,72,1,565,2024-02-25,4.21,6,264,48,81243/2020
978836,Appartamento dentro porta,1882258,Morena,,Porto - Saragozza,44.49962,11.33484,Entire home/apt,130,3,163,2023-10-28,1.24,1,83,14,
981083,Doppia o Matrimoniale con bagno,3398944,Enzo,,Savena,44.46947,11.37668,Private room,127,1,7,2023-03-18,0.06,2,365,0,
981727,"I 4 GATTI Guesthouse. Room 6, Quadruple 2° floor",5234186,Filippo,,Porto - Saragozza,44.49084,11.32876,Private room,128,1,38,2023-06-26,0.31,6,144,4,
993645,Villa Benni An elegant mansion b&b,5458518,Marcella,,Porto - Saragozza,44.48874,11.31987,Private room,135,1,138,2024-03-19,1.06,2,122,16,037006-BB-00040
1002365,FARM HOUSE with garden and parking,5512231,Federica,,Borgo Panigale - Reno,44.54373,11.24921,Entire home/apt,96,3,33,2024-01-19,0.25,2,330,7,C.I.R 037006-BB-00276
1007486,APPARTAMENTO CON PARCHEGGIO E GIARDINO,5512231,Federica,,Borgo Panigale - Reno,44.54531,11.24846,Entire home/apt,70,5,3,2022-03-19,0.02,2,203,0,Codice regione 037006-BB-00276
1023596,APT IN DOWNTOWN WITH A LOT OF GREEN,14234395,Nicola,,Porto - Saragozza,44.49749,11.33207,Entire home/apt,221,2,124,2023-10-22,0.98,2,322,2,
1027489,Casa Munay Appartments S.Orsola,2845503,Simone,,San Donato - San Vitale,44.49243,11.36684,Entire home/apt,,4,0,,,2,108,0,
1029853,Bologna Best Bed : feel at home,4259314,Nathalie,,Navile,44.519380008926845,11.341218516898035,Entire home/apt,80,3,215,2024-03-12,1.61,1,35,21,
1076605,ideal room for unibo-fiera   From dusk till dawn,5923033,Matteo&Tomoko,,San Donato - San Vitale,44.5015,11.37022,Private room,99,2,97,2023-10-22,0.73,1,184,8,
1116883,Room Airport,6129734,Manuel,,Borgo Panigale - Reno,44.52287,11.27813,Private room,30,30,209,2023-11-12,1.60,1,53,3,
1142503,A touch of luxury.GLBT f/ndly wifi,6265596,Maurizio,,Santo Stefano,44.48715,11.34036,Entire home/apt,70,3,510,2024-03-22,3.89,1,44,43,CIR 037006-AT-03088
1149912,Renting room in Bologna Airport,6129693,Manuel,,Borgo Panigale - Reno,44.51927,11.27655,Private room,31,30,167,2023-10-03,1.27,1,352,2,
1181594,lovely flat in Bologna city center,5936779,Laura,,Porto - Saragozza,44.49849,11.34012,Entire home/apt,80,2,601,2024-03-10,4.56,1,214,53,
1189302,Al Mulino /Center - BO,4664996,Vie D'Acqua Di Sandra Maria,,Santo Stefano,44.49807,11.34507,Entire home/apt,76,1,345,2024-02-27,2.71,6,225,10,81243/2020
1199947,Al Morelo / Ceity Center-BO,4664996,Vie D'Acqua Di Sandra Maria,,Santo Stefano,44.49807,11.34507,Entire home/apt,73,1,146,2023-06-15,1.19,6,248,3,81243/2020
1207685,Cosy and lovely central attic!,5581314,Martina,,Porto - Saragozza,44.49517,11.33199,Private room,45,5,177,2023-08-26,1.35,2,237,9,
1214730,"Stanza privata,WIFI,cucina, bagno!",1884566,Federico,,Santo Stefano,44.48995,11.35772,Entire home/apt,135,2,23,2023-07-15,0.18,4,137,8,
1222983,In the heart and soul bologna,6670383,Mario,,Porto - Saragozza,44.49991,11.33958,Private room,350,1,5,2016-03-23,0.04,3,365,0,
1250727,In the heart and soul of Bologna,6670383,Mario,,Porto - Saragozza,44.49995,11.33833,Private room,500,1,19,2018-03-27,0.15,3,365,0,
1250790,In the heart and soul of Bologna,6670383,Mario,,Porto - Saragozza,44.49802,11.33887,Private room,500,3,10,2016-04-08,0.08,3,365,0,
1289329,7 Quadri Home fra le 2 Torri e Sant'Orsola,7441756,Benedetto Raffaello,,Santo Stefano,44.493347,11.352334,Entire home/apt,130,2,11,2023-09-10,0.51,19,247,6,037006-AT-01975
1364242,MAST AIRPORT proximity and 10 min from the CENTER,2005506,Massimo,,Borgo Panigale - Reno,44.5038,11.29537,Private room,39,1,38,2020-07-12,0.30,1,2,0,
1391869,charming open space historic center,7524892,Franco,,Porto - Saragozza,44.48934,11.33218,Entire home/apt,85,3,137,2024-03-24,1.07,1,68,12,
1408005,DOLCE VITA IN THE HEART OF BOLOGNA,7593939,Danilo,,Santo Stefano,44.49725,11.34464,Entire home/apt,93,2,412,2024-03-19,3.18,1,231,62,
1435627,heart of Bologna Piazza Maggiore,7714013,Carlotta,,Porto - Saragozza,44.49321,11.33569,Entire home/apt,79,2,710,2024-03-24,5.56,1,96,87,
1451862,comode stanze private in elegante villa storica,5458518,Marcella,,Porto - Saragozza,44.48831,11.31969,Private room,205,1,25,2023-10-12,0.20,2,122,2,0376006-BB-00040
1470008,Pisolo in città home holidays in city center,7871222,Paolo,,Porto - Saragozza,44.49105,11.33268,Entire home/apt,75,2,98,2024-01-16,0.77,1,165,8,
1491202,Massarenti ospedale sant'orsola,7973070,Andrea,,San Donato - San Vitale,44.49264,11.36851,Entire home/apt,261,1,31,2023-10-08,0.27,5,361,3,
1538460,Piccola Venezia/ Centro Bologna,4664996,Vie D'Acqua Di Sandra Maria,,Santo Stefano,44.49932,11.34508,Entire home/apt,80,2,90,2023-08-12,0.71,6,4,1,81243/2020
1566003,"""i portici di via Piella ""centro storico",8325248,Massimo,,Santo Stefano,44.49809646606445,11.345027923583984,Entire home/apt,46,3,946,2024-03-06,7.40,4,175,79,037006-cv-00628
1571942,Cozy apartment in a quiet area,4594761,Sara,,Navile,44.51842,11.33839,Private room,41,2,79,2023-12-11,0.62,1,300,9,
1577979,A room in Pasolini's house 2,467810,Eleonora,,Porto - Saragozza,44.49107,11.33563,Private room,35,2,434,2024-03-02,3.38,2,26,54,
1588677,Cozy at Bologna's best location!,2345001,Demian,,Porto - Saragozza,44.4946,11.33089,Entire home/apt,62,10,114,2023-11-20,0.89,1,347,8,
1676504,Sweet Wolf - historical centre Bo,3934207,Sandra E Stefano,,Porto - Saragozza,44.49564,11.34266,Entire home/apt,75,2,68,2024-03-19,0.54,2,301,8,
1702612,accogliente camera centro bologna,8947541,Lillo Carmine,,Santo Stefano,44.484607862036064,11.358246748010371,Private room,97,15,29,2023-10-05,0.24,1,335,1,
1739565,Casa Letizia ONE city center mansion TWO TOWERS,9081398,Letizia,,Santo Stefano,44.49384,11.34731,Entire home/apt,121,3,303,2024-02-19,2.38,2,84,23,CIR 037006-CV-00180
1744706,Camera privata in zona tranquilla 1,9183683,Massimo,,Porto - Saragozza,44.4903,11.3256,Private room,35,2,117,2024-01-07,0.92,3,128,28,
1782703,A beautiful view on the old canal,9357589,Elena Maria,,Santo Stefano,44.49756,11.34679,Entire home/apt,130,3,83,2022-07-23,0.65,1,19,0,
1791860,"Strategico centro, fiera, ospedale",9401144,Antonella,,San Donato - San Vitale,44.50556,11.37477,Entire home/apt,109,2,100,2021-10-19,0.79,1,17,0,
1853123,B&B Chez moi,9587199,Uliana,,Santo Stefano,44.49336,11.35232,Hotel room,158,1,0,,,4,28,0,03336131200
1863235,"""Stunning loft near the heart of Bologna """,8864905,Robert,,Savena,44.47649,11.38409,Entire home/apt,116,4,38,2024-03-15,0.31,1,276,9,
1872453,RoomTouchAndGo Fiera Bologna,9757089,Leonardo,,Navile,44.51449,11.35782,Entire home/apt,121,2,6,2023-05-18,0.05,1,121,1,
1949394,Matrimoniale nel cuore di Bologna,10080893,Flavio E Viviana,,Santo Stefano,44.49815,11.34859,Private room,30,5,20,2018-04-16,0.16,1,16,0,
2099619,Casa Andrea APPARTAMENTO ESCLUSIVO,10708480,Pier Giuseppe,,Porto - Saragozza,44.49622,11.32639,Entire home/apt,84,2,232,2024-02-18,1.86,2,296,20,037006-AT-00198
2212785,APPARTAMENTO SOGGIORNI BREVI,10708480,Pier Giuseppe,,Borgo Panigale - Reno,44.50636,11.30745,Entire home/apt,71,2,20,2024-01-04,0.64,2,328,8,037006-AT-00172
2219937,Camera tranquilla-luminosa zona Ospedale Maggiore,11325267,Ines,,Porto - Saragozza,44.50452,11.30869,Private room,34,2,187,2024-02-24,1.53,1,176,22,
2250424,Casa Letizia TWO historic center long term welcome,9081398,Letizia,,Santo Stefano,44.49384,11.34731,Entire home/apt,119,3,181,2024-03-17,2.29,2,92,11,CIR 037006-CV-00180
2256148,Arte & Ospitalità da Nonno EROS/ERA,11521610,Clio,,San Donato - San Vitale,44.50413,11.37723,Private room,34,3,182,2024-03-18,1.49,2,52,62,
2273362,"Bijou House centro storico, free wi-fi, 2 Smart Tv",11606565,Cristina,,Santo Stefano,44.496986,11.349187,Entire home/apt,240,4,22,2023-06-26,0.19,1,187,3,
2280311,"""Behind Lumieré"" Big & Sunny room in Art District",11610405,Ilaria Silvia,,Porto - Saragozza,44.49868,11.33677,Private room,77,1,300,2024-03-12,2.92,4,31,50,037006-AF-00374
2329387,TONYS PLACE HOME HOLYDAYS BOLOGNA,11898231,Antonio,,Borgo Panigale - Reno,44.51604,11.27732,Entire home/apt,84,1,211,2024-03-10,1.72,1,106,64,PG 28338 del 30 / 01  / 2014
2330299,AtHOME No35 - Queen,11901723,Julia,,Santo Stefano,44.49948,11.35101,Private room,115,3,24,2023-12-10,1.80,2,358,18,037006-BB-00862
2349486,IDEAL APT. IN BOLOGNA - CENTRE/FAIR,11997215,Andrea,,San Donato - San Vitale,44.50618,11.35748,Entire home/apt,89,2,195,2024-03-10,1.60,2,5,41,
2349787,Private room in quiet zone 2,9183683,Massimo,,Porto - Saragozza,44.4911,11.32776,Private room,35,2,146,2024-03-22,1.20,3,134,34,
2349835,From Grandfather Arts & hospitality,11521610,Clio,,San Donato - San Vitale,44.50552,11.37635,Private room,29,3,166,2024-01-19,1.36,2,17,43,
2359237,Appartamento DIDI,11467146,Valentina,,San Donato - San Vitale,44.49091,11.37744,Entire home/apt,100,2,25,2024-03-23,1.35,1,262,11,037006-AT-02920
2378587,Z8 Terra - Comfortable two bedrooms apartment,11890324,Silvia E Jacopo,,Santo Stefano,44.501881,11.351547,Entire home/apt,152,1,304,2024-01-05,2.49,12,32,37,037006-CV-00152
2390692,CASA NOAH,11543364,Giovanna,,Santo Stefano,44.48787,11.35473,Entire home/apt,80,2,61,2020-02-18,0.50,2,229,0,
2409234,bungalow with two bedrooms,10565373,Michela Borghetto,,Borgo Panigale - Reno,44.5147,11.28499,Entire home/apt,,1,97,2023-10-29,0.80,17,0,1,CIR (Codice Identificativo di Riferimento) associato alla struttura è 037006-CV-00520
2423689,IN FIERA 8: elegant front fair,3858191,Ennio,,San Donato - San Vitale,44.50521469116211,11.363539695739746,Entire home/apt,237,2,17,2023-05-20,0.15,2,332,1,482750
2427429,modern loft with private garden,10565373,Michela Borghetto,,Borgo Panigale - Reno,44.51453,11.28531,Entire home/apt,182,1,59,2024-02-25,0.48,17,3,1,CIR (Codice Identificativo di Riferimento) associato alla struttura è 037006-CV-00520
2427567,indipendent and bright studio,10565373,Michela Borghetto,,Borgo Panigale - Reno,44.51452,11.28516,Entire home/apt,,1,70,2022-10-07,0.57,17,0,0,CIR (Codice Identificativo di Riferimento) associato alla struttura è 037006-CV-00520
2448735,House 15 min. from Bologna center,10565373,Michela Borghetto,,Borgo Panigale - Reno,44.51457,11.28426,Entire home/apt,,1,69,2022-10-25,0.60,17,20,0,CIR (Codice Identificativo di Riferimento) associato alla struttura è 037006-CV-00520
2486018,Live in history: loft with frescos,12721393,Monella,,Porto - Saragozza,44.49893,11.34155,Entire home/apt,100,4,372,2024-03-09,3.06,1,243,54,
2531214,Bright and Peaceful Apartment in Historic Palazzo,6318533,Luca,,Santo Stefano,44.49333,11.35161,Entire home/apt,167,2,485,2024-03-06,3.99,3,202,56,
2572332,Central Flat in the Greenery,13172321,Eleonora,,Santo Stefano,44.48794,11.33223,Entire home/apt,86,2,207,2024-03-17,1.71,1,144,31,BO001891
2581354,stanza 1/2 zona fiera,12899123,Mariella,,San Donato - San Vitale,44.5104,11.37075,Private room,143,1,6,2023-12-06,0.06,5,365,3,
2581424,room in front of the fair,12899123,Mariella,,San Donato - San Vitale,44.5089,11.37099,Private room,136,1,8,2022-10-14,0.07,5,297,0,
2603387,centralissimo piazza Cavour ad.ze,3694938,Angela,,Santo Stefano,44.49007,11.34569,Entire home/apt,63,2,295,2024-03-21,2.59,1,226,51,
2613237,Apartment in the Historical Centre of Bologna,7638519,Andy,,Santo Stefano,44.50029,11.34488,Entire home/apt,52,4,149,2023-10-31,1.26,1,84,1,
2627188,CasaBologna-,13453431,Gianni,,San Donato - San Vitale,44.4936,11.37667,Private room,136,3,2,2015-01-25,0.02,1,91,0,
2704474,Appartamento Bologna Centro / Colli,13841663,Andrea,,Santo Stefano,44.48679,11.3397,Entire home/apt,85,3,54,2024-03-11,0.47,1,129,9,
2719377,Bologna's roofs,13916122,Barbara,,Santo Stefano,44.49421,11.35456,Entire home/apt,90,3,64,2024-03-23,0.62,1,211,12,PG310438 - 30/10/2014- Comune di Bologna
2719751,Il paradiso dell'arte,13918024,Simona,,Santo Stefano,44.48237,11.35965,Private room,35,3,110,2024-01-02,0.93,1,250,10,
2719775,037006-AT-00292 - Mum's house - Casa di Mamma,13918236,Franca E Mario,,Navile,44.507668,11.342004,Entire home/apt,96,2,132,2024-03-13,1.46,1,92,25,U04377
2782841,Centralissimo -Of Great Charm,13512216,Marina,,Santo Stefano,44.49027,11.34666,Entire home/apt,95,30,77,2023-09-23,0.64,1,253,9,
2791546,cute studo in the heart of Bologna,14277021,Alfredo,,Santo Stefano,44.49825,11.34401,Entire home/apt,69,2,567,2024-03-16,4.73,1,202,57,
2809231,stanza doppia vicino Fiera/double room near Fiera,14367101,Flavio,,San Donato - San Vitale,44.5022,11.36882,Private room,100,2,8,2023-09-18,0.07,3,326,1,
2826093,Affitto Camera Bologna ad.aeroporto,8063636,Claudia,,Borgo Panigale - Reno,44.520619103755145,11.274901297205211,Entire home/apt,100,2,190,2024-03-22,1.57,1,321,2,PG. n.256248 del 11.09.2014
2830584,Gramsci,14480460,Antonio,,Porto - Saragozza,44.5026969909668,11.341211318969727,Entire home/apt,72,2,1,2017-05-19,0.01,2,305,0,
2854104,"SPACIOUS, QUIET, FULLY FURNISHED",14591341,Manuela,,San Donato - San Vitale,44.50037,11.35736,Entire home/apt,50,30,3,2018-12-31,0.03,1,57,0,
2885479,Large ideally located 1bd apartment,14746000,Valentina,,Santo Stefano,44.49694,11.34961,Entire home/apt,100,7,6,2023-07-23,0.05,1,64,1,
2963789,CASA LUCY APARTMENTS,15124572,Giorgia,,Borgo Panigale - Reno,44.51005,11.28928,Entire home/apt,,1,64,2020-01-31,0.53,1,10,0,
3000906,Sant Orsola villetta,1334325,Mika,,San Donato - San Vitale,44.4917,11.36939,Entire home/apt,280,3,33,2023-09-29,0.28,1,0,1,
3064628,A casa di zoe | in the heart of BO,15597400,Laura,,Porto - Saragozza,44.49619,11.33653,Entire home/apt,236,2,460,2024-03-19,3.89,1,139,78,CIR 037006-CV-00141
3100947,Room wifi tv ac center town,15766914,Anthony,,Santo Stefano,44.49318,11.34981,Entire home/apt,101,3,495,2024-03-20,4.19,3,61,56,
3307389,A blue touch. Mini apartment with kitchenette,16699849,Giovanna,,Porto - Saragozza,44.49888,11.3224,Entire home/apt,65,2,104,2024-03-23,0.97,1,142,36,037006-BB-01003
3333656,Jolly Farmer FIERA,16825353,Giuseppe,,Navile,44.51324,11.35239,Private room,1000,1,17,2023-09-27,0.22,1,365,1,
3396987,Casa Rosa in the historic centre,17135569,Marina,,Santo Stefano,44.4941,11.35174,Entire home/apt,215,3,170,2024-01-02,1.49,1,205,18,
3515960,Central Silent and Cosy apartment,6318533,Luca,,Santo Stefano,44.49111,11.35587,Entire home/apt,96,2,231,2023-10-30,2.52,3,237,27,
3564843,BIG ROOM NEAR CENTER AND FAIR DISTRICT,17950342,Luigi,,San Donato - San Vitale,44.50074,11.36883,Private room,19,1,198,2021-07-30,1.69,2,86,0,
3573615,PVT room with PVT bathroom,11580855,Jj,,Santo Stefano,44.49045,11.35647,Private room,39,26,10,2024-01-31,0.09,3,323,2,
3573660,Pvt Room in beautiful flat in the city center,11580855,Jj,,Santo Stefano,44.48976,11.35412,Private room,37,6,17,2024-01-08,0.14,3,267,4,
3600856,"Bright and quiet design attic, with terrace",11123926,Fabio,,Santo Stefano,44.48709487915039,11.352633476257324,Entire home/apt,155,2,4,2023-09-25,0.03,1,226,3,CIR: 037006-AT-03099
3794422,fiera delizioso mini appartamento,19486149,Mauro,,San Donato - San Vitale,44.50989,11.3576,Entire home/apt,85,2,125,2024-02-25,1.08,1,14,3,
3837496,Stanza privata nel centro storico,7419507,Sara,,Porto - Saragozza,44.49914,11.32817,Private room,64,1,430,2024-03-10,3.70,1,25,57,
3854536,Cozy Studio Flat in central Bologna,11500940,Alessandro,,Santo Stefano,44.48772,11.33975,Entire home/apt,,4,40,2016-10-11,0.34,1,90,0,
3869505,Casa Morandi una Bologna insolita,19982224,Maurizia,,San Donato - San Vitale,44.52578,11.40242,Private room,60,1,13,2023-05-23,0.12,3,360,2,
3936994,Luxury family house in the very heart of Bologna,20398245,Giorgio,,Santo Stefano,44.49427,11.34673,Entire home/apt,124,3,105,2023-08-26,0.91,1,102,4,
3978327,Accogliente e spazioso appartamento,9265951,Cristina E Ron,,San Donato - San Vitale,44.50403,11.35811,Entire home/apt,80,5,29,2023-07-07,0.25,1,186,2,
3988800,Central apartment private entrance and garden,20677762,Silvia,,Porto - Saragozza,44.49344,11.3201,Entire home/apt,166,2,74,2023-11-19,0.94,2,93,8,037006-AF-00114
4051295,B&B S. Giovanni in Monte,20806935,Anna,,Santo Stefano,44.49094,11.35035,Private room,74,2,273,2024-03-21,2.36,1,46,51,037006-BB-00604
4056393,Casa in Centro !House in City Center!Vi aspetto!,21037470,Sergio,,Porto - Saragozza,44.49689,11.33809,Entire home/apt,142,2,96,2024-03-17,0.84,1,92,57,037006-AT-00326
4071051,Flat Bologna,21115118,Tenuta,,Savena,44.47116,11.37448,Entire home/apt,75,7,17,2024-02-20,0.15,1,272,2,
4108855,Private single or double room,6106441,Nicola,,Santo Stefano,44.49607,11.34581,Private room,76,2,54,2024-03-16,0.47,1,204,6,
4111283,☆ Secret courtyard in Bologna's center,16516907,Anna Maria,,Santo Stefano,44.48784,11.35047,Entire home/apt,139,3,347,2024-02-25,3.13,2,236,33,037006AT00346
4136349,Feeling at home in bologna,20450769,Caterina,,San Donato - San Vitale,44.49874,11.41059,Entire home/apt,65,3,25,2019-09-27,0.22,1,1,0,
4147236,Deliziosa casetta di charme!,21514498,Gabriella,,Santo Stefano,44.48631,11.34088,Entire home/apt,90,2,497,2024-03-20,4.30,1,179,60,
4156614,Luxurious apartment at the center,18015558,Veronica,,Santo Stefano,44.48778,11.34176,Entire home/apt,,4,1,2014-09-26,0.01,1,351,0,
4166793,Centralissimo a Bologna,8325248,Massimo,,Santo Stefano,44.50092,11.34456,Entire home/apt,71,3,921,2024-03-03,8.45,4,245,65,037006-AT-02368
4170216,COZY APARTMENT IN BOLOGNA CENTER,16202006,Nicola,,Santo Stefano,44.49575,11.35193,Entire home/apt,300,10,28,2016-09-29,0.24,1,363,0,
4203326,Two steps to Fiera of Bologna,20800803,Flavia,,Navile,44.5193,11.35767,Entire home/apt,141,1,199,2024-02-24,2.03,3,211,27,037006-af-00401
4216780,Delizioso accogliente appartamento - FICO,21802541,Andrea,,San Donato - San Vitale,44.50474,11.38184,Entire home/apt,80,1,124,2023-10-01,1.08,3,0,3,
4229382,Confortevole ampia camera,21802541,Andrea,,San Donato - San Vitale,44.50518,11.37965,Private room,50,1,16,2023-09-10,0.15,3,0,1,
4231365,Camera con due letti singoli,21802541,Andrea,,San Donato - San Vitale,44.50653,11.37986,Private room,40,1,2,2022-06-13,0.07,3,0,0,
4256731,"ACCOGLIENTE,PANORAMICO,STRATEGICO!!",16454233,Silvana,,Santo Stefano,44.4837,11.37261,Entire home/apt,60,2,2,2014-10-12,0.02,1,0,0,
4267676,Romantic Art Homestay in Bologna,6048019,Katharina,,Porto - Saragozza,44.49489,11.33028,Entire home/apt,78,4,72,2023-10-12,0.64,1,83,7,
4275165,LOVELY & QUITE NEAR AIRPORT&STATION,10565373,Michela Borghetto,,Borgo Panigale - Reno,44.51474,11.28477,Entire home/apt,,1,70,2023-08-18,0.63,17,0,1,CIR (Codice Identificativo di Riferimento) associato alla struttura è 037006-CV-00520
4275390,VERY BELLO TRA STAZIONE E AEROPORTO,10565373,Michela Borghetto,,Borgo Panigale - Reno,44.51443,11.28442,Entire home/apt,,1,84,2020-08-13,0.77,17,16,0,CIR (Codice Identificativo di Riferimento) associato alla struttura è 037006-CV-00520
4296228,Villa Alma Monolocale 2,22303074,Gianluca,,Santo Stefano,44.4792,11.33516,Entire home/apt,140,3,17,2019-11-10,0.15,2,0,0,227270
4349939,Villa Alma Monolocale 1,22303074,Gianluca,,Santo Stefano,44.47871,11.33482,Entire home/apt,140,3,23,2019-10-15,0.21,2,0,0,227270
4354364,TUTTO IL RESTO E' NOIA,22603528,Massimiliano,,Borgo Panigale - Reno,44.5326,11.27643,Entire home/apt,150,1,3,2017-03-20,0.03,1,364,0,
4394039,SleepInBo - nella quiete e comodo,22809996,Antonio,,Porto - Saragozza,44.49569,11.32508,Entire home/apt,147,2,63,2024-02-25,0.55,1,224,16,
4471957,La Zucca B&B - Bologna,23172214,Luca,,Navile,44.51336,11.34922,Private room,84,1,93,2023-12-16,0.85,1,271,24,037006-BB-00585
4524306,"Elegante, silenzioso centrale 150MQ",23454525,Antonio,,Porto - Saragozza,44.49946,11.33719,Entire home/apt,180,6,58,2024-02-08,0.56,1,118,17,
4607961,La Piazzetta Apartment,21309878,Cinzia,,Porto - Saragozza,44.50128,11.34359,Entire home/apt,156,1,343,2024-02-27,3.03,3,147,30,
